path	responsibility	producer	consumer	maintainability_dry_naming	dependencies_contracts	errors_operations	performance_security_generality	docs_tests	decision	evidence
.specify/templates/plan-template.md	SpecKit 도구·template·integration 설정	SpecKit	SDD 작업자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	제품 runtime import/배포 경로에 포함되지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	서비스 runtime과 분리된 표준 도구 자산
.specify/templates/spec-template.md	SpecKit 도구·template·integration 설정	SpecKit	SDD 작업자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	제품 runtime import/배포 경로에 포함되지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	서비스 runtime과 분리된 표준 도구 자산
.specify/templates/tasks-template.md	SpecKit 도구·template·integration 설정	SpecKit	SDD 작업자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	제품 runtime import/배포 경로에 포함되지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	서비스 runtime과 분리된 표준 도구 자산
.specify/workflows/speckit/workflow.yml	SpecKit 도구·template·integration 설정	SpecKit	SDD 작업자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	제품 runtime import/배포 경로에 포함되지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	서비스 runtime과 분리된 표준 도구 자산
.specify/workflows/workflow-registry.json	SpecKit 도구·template·integration 설정	SpecKit	SDD 작업자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	제품 runtime import/배포 경로에 포함되지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	서비스 runtime과 분리된 표준 도구 자산
CLAUDE.md	현재 SpecKit 계획 포인터	maintainer/build/operator	Catalog runtime·개발자·운영자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	README·Docker·환경·dependency가 app.main과 8404 Data Fabric 계약에 일치	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	현재 실행 경로와 소비자 검색으로 보존·수정 판정
Dockerfile	Catalog container 진입점	maintainer/build/operator	Catalog runtime·개발자·운영자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	README·Docker·환경·dependency가 app.main과 8404 Data Fabric 계약에 일치	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	현재 실행 경로와 소비자 검색으로 보존·수정 판정
README.md	현재 책임·구조·실행·검증 runbook	maintainer/build/operator	Catalog runtime·개발자·운영자	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	README·Docker·환경·dependency가 app.main과 8404 Data Fabric 계약에 일치	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	현재 실행 경로와 소비자 검색으로 보존·수정 판정
analyzer/__init__.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
analyzer/strategy/__init__.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
analyzer/strategy/dbms/__init__.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
analyzer/strategy/dbms/linking/__init__.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
analyzer/strategy/dbms/linking/lineage_analyzer.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
api/__init__.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
api/catalog_router.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
api/request_models.py	삭제된 기술 계층·잘못된 소유 이름 또는 내부 deploy 경로	기존 Catalog 구조	새 app 책임 package 또는 외부 deploy 저장소	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	공개 HTTP·그래프 계약은 새 경로로 이동하고 호환 복제본은 남기지 않음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	deleted	git mv/삭제 후 old import와 런타임 소비자 검색 0
app/__init__.py	Python package marker	Python import system	인접 runtime/test module	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	패키지 경계만 선언하며 역방향 의존 없음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	빈 marker이며 별도 책임·중복 로직 없음
app/external/__init__.py	Python package marker	Python import system	인접 runtime/test module	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	패키지 경계만 선언하며 역방향 의존 없음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	빈 marker이며 별도 책임·중복 로직 없음
app/external/data_fabric_client.py	Data Fabric·embedding 외부 adapter	Catalog domain	외부 HTTP/LLM 서비스	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	timeout·응답 정규화·credential 비소유 경계를 adapter가 담당	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	외부 의존을 app.external 한 경계로 이동
app/external/embedding_client.py	Data Fabric·embedding 외부 adapter	Catalog domain	외부 HTTP/LLM 서비스	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	timeout·응답 정규화·credential 비소유 경계를 adapter가 담당	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	외부 의존을 app.external 한 경계로 이동
app/external/openai_client.py	Data Fabric·embedding 외부 adapter	Catalog domain	외부 HTTP/LLM 서비스	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	timeout·응답 정규화·credential 비소유 경계를 adapter가 담당	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	외부 의존을 app.external 한 경계로 이동
app/graph/__init__.py	Python package marker	Python import system	인접 runtime/test module	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	패키지 경계만 선언하며 역방향 의존 없음	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	no-violation	빈 marker이며 별도 책임·중복 로직 없음
app/graph/client.py	Neo4j 연결·분석 그래프 조회/편집·DW graph 작업	Catalog domain 호출	HTTP와 metadata/lineage	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	graph_owner=analyzer 경계와 시스템 노드 가시성 규칙을 단일 query helper로 적용	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	owner 제한 query와 혼합-owner 단위 검증
app/graph/dw_schema.py	Neo4j 연결·분석 그래프 조회/편집·DW graph 작업	Catalog domain 호출	HTTP와 metadata/lineage	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	graph_owner=analyzer 경계와 시스템 노드 가시성 규칙을 단일 query helper로 적용	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	owner 제한 query와 혼합-owner 단위 검증
app/graph/graph_queries.py	Neo4j 연결·분석 그래프 조회/편집·DW graph 작업	Catalog domain 호출	HTTP와 metadata/lineage	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	graph_owner=analyzer 경계와 시스템 노드 가시성 규칙을 단일 query helper로 적용	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	owner 제한 query와 혼합-owner 단위 검증
app/graph/neo4j_context.py	Neo4j 연결·분석 그래프 조회/편집·DW graph 작업	Catalog domain 호출	HTTP와 metadata/lineage	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	graph_owner=analyzer 경계와 시스템 노드 가시성 규칙을 단일 query helper로 적용	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	owner 제한 query와 혼합-owner 단위 검증
app/graph/ownership.py	Neo4j 연결·분석 그래프 조회/편집·DW graph 작업	Catalog domain 호출	HTTP와 metadata/lineage	책임 기반 이름·응집도·SSOT·중복 여부를 파일 내용과 소비자 검색으로 점검	graph_owner=analyzer 경계와 시스템 노드 가시성 규칙을 단일 query helper로 적용	오류 노출·타임아웃·재시도·부분 실패·자원 종료·운영 관측 경계를 점검	비밀정보·입력 경계·query 범위·동시성·범용 설정 여부를 점검	현재 코드·문서 일치, compile·unit·contract·OpenAPI·정적 반증 검색으로 검증	fixed	owner 제한 query와 혼합-owner 단위 검증
