path	owner	responsibility	worktree_state	sha256	dependency_contract	error_security_review	decision	evidence
lineage/__init__.py	lineage	lineage extraction and projection	final-existing	0e87a26dc35bdf7294952cbc546248d4a7e68d084880106cb30a14432c4a46bd	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	no-violation	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
lineage/queries.py	lineage	lineage extraction and projection	final-existing	786c8d1f8bcee4c17871541794a6e1a714701494932413642937849f0311e559	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
lineage/sql_extract.py	lineage	lineage extraction and projection	final-existing	d5bba971e571f90bbf7256361eb93fa831de9783ef9bd3017c66be8ee4e0b62c	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
main.py	main.py	runtime composition/support	final-existing	798b78bbea950b40f0e2715e18786e53e28ba907e2c754f23a56b684b81b8071	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
observability.py	observability.py	operational logging	final-existing	f1fc64050d396ec32fcbb5c0e29f711b74c69aab5be9947a7eea0bbef615cef2	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
search/__init__.py	search	semantic search service	final-existing	37f64ea87121a958b04b0d6ec586881f202e7fa95745cc777b204a146581b69f	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
search/semantic.py	search	semantic search service	final-existing	43b90188cf59b491a857adcda97ce314ecd4d354522f0903754b2d5d141fc04e	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
settings.py	settings.py	typed environment configuration	final-existing	49b72b420c8cfc8c6c7ac7552416ed788a003c8239b8f208e5dfc5e82c3db94d	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
table_samples/__init__.py	table_samples	table sample context service	final-existing	52bcef13b4a27548419170cb5b680ff02cbc6d9442c61385009cd656c1bf2957	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
table_samples/context.py	table_samples	table sample context service	final-existing	72ee09a5acdbedb304302d5be4af182bc109483574b8ea92782595648225e735	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
table_samples/resolver.py	table_samples	table sample context service	final-existing	a7a0a2c3013b7d7921b302b5982102e91cb29269d55dbb9cd24fbc7253c7114f	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	fixed	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
Dockerfile	delivery	runtime composition/support	final-existing	aa5ec516522f57541dd44cb116d0288c828a5bbdbb6cc15ff909812c0d013117	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	no-violation	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
requirements.txt	delivery	runtime composition/support	final-existing	07c63398d6527d48f9edc98e85006f32b2b01cd697353086db95cfa73d7c7ccd	final-tree imports compiled; public boundary regression covered	fail-closed errors, secret redaction, graph-owner/query boundary reviewed	no-violation	unittest 40/40; compileall; diff-check; live API/UI and final-tree verification
